rms,score
5.546,24.068
4.385,24.068
5.413,24.070
6.655,24.071
5.535,24.071
5.603,24.071
6.377,24.075
5.256,24.076
5.520,24.076
7.294,24.077
4.162,24.077
4.332,24.077
5.051,24.079
5.572,24.079
5.977,24.079
6.529,24.084
3.591,24.084
5.900,24.084
5.652,24.086
5.460,24.086
6.174,24.086
6.328,24.087
4.262,24.090
3.998,24.090
7.293,24.090
5.551,24.091
5.516,24.092
4.597,24.092
5.600,24.092
2.938,24.093
6.008,24.094
5.584,24.094
7.603,24.096
4.536,24.097
3.592,24.098
5.542,24.098
7.847,24.099
5.446,24.100
5.248,24.100
6.408,24.101
3.690,24.101
4.960,24.102
5.570,24.103
7.442,24.103
3.673,24.104
6.173,24.105
4.269,24.106
5.564,24.109
5.829,24.109
5.540,24.110
5.307,24.116
5.437,24.116
6.775,24.117
5.374,24.120
6.000,24.121
5.258,24.122
5.023,24.123
7.444,24.123
5.067,24.124
6.393,24.124
5.596,24.125
3.066,24.126
5.769,24.127
4.116,24.127
6.226,24.128
6.059,24.129
5.754,24.129
4.781,24.130
3.713,24.132
6.438,24.133
6.653,24.134
5.880,24.136
4.485,24.136
5.470,24.137
4.350,24.138
3.659,24.141
5.502,24.143
4.174,24.146
2.233,24.147
2.756,24.147
5.404,24.149
5.572,24.153
3.606,24.154
3.032,24.155
5.429,24.155
5.002,24.155
5.650,24.155
5.861,24.155
4.705,24.160
5.661,24.161
4.016,24.162
7.406,24.162
3.673,24.162
6.532,24.167
5.631,24.168
5.283,24.168
5.370,24.170
4.183,24.170
5.496,24.171
2.733,24.172
4.659,24.173
5.408,24.179
6.611,24.179
5.460,24.180
5.460,24.180
6.069,24.180
6.007,24.183
3.802,24.185
4.287,24.185
3.809,24.185
3.776,24.187
5.518,24.188
5.556,24.189
5.016,24.191
5.002,24.193
6.240,24.195
4.447,24.195
5.425,24.196
5.439,24.196
5.399,24.201
3.476,24.201
2.422,24.202
5.546,24.203
5.846,24.205
5.860,24.206
4.658,24.207
5.463,24.207
3.684,24.207
4.631,24.208
3.580,24.209
5.442,24.211
6.192,24.211
2.966,24.212
6.203,24.212
5.739,24.213
5.655,24.215
3.246,24.216
5.149,24.217
2.775,24.218
6.201,24.218
4.985,24.219
4.334,24.223
5.457,24.225
4.612,24.226
6.615,24.226
5.699,24.230
3.605,24.230
4.741,24.231
6.931,24.232
5.632,24.232
3.855,24.232
3.589,24.232
4.741,24.232
5.223,24.233
5.373,24.233
6.070,24.234
5.690,24.236
4.225,24.236
5.460,24.237
5.246,24.237
5.435,24.240
4.780,24.241
5.402,24.243
3.849,24.249
5.062,24.250
3.161,24.250
3.838,24.250
5.188,24.251
3.713,24.251
5.335,24.251
5.910,24.252
6.462,24.253
5.396,24.254
4.698,24.254
3.943,24.255
3.750,24.257
5.801,24.257
3.947,24.257
5.254,24.257
4.269,24.258
5.251,24.259
5.639,24.259
5.704,24.259
3.798,24.259
5.864,24.262
5.657,24.262
4.987,24.264
6.082,24.265
3.951,24.266
3.397,24.267
5.924,24.272
5.444,24.272
5.471,24.274
5.141,24.275
3.094,24.277
5.490,24.277
4.409,24.278
5.566,24.278
3.399,24.278
6.063,24.279
5.730,24.279
3.108,24.284
5.191,24.285
4.410,24.286
5.665,24.286
3.887,24.288
5.698,24.289
5.796,24.291
2.491,24.293
5.538,24.293
7.216,24.294
5.976,24.295
5.938,24.296
5.376,24.296
3.342,24.297
5.038,24.299
4.966,24.299
5.346,24.300
4.295,24.300
5.444,24.302
6.700,24.302
6.037,24.304
6.541,24.306
5.466,24.306
4.039,24.306
5.574,24.307
2.072,24.307
3.447,24.309
5.462,24.312
5.594,24.314
5.464,24.314
4.534,24.314
5.430,24.317
4.086,24.319
5.854,24.323
4.500,24.324
5.003,24.325
5.754,24.325
6.633,24.325
5.460,24.328
5.460,24.328
7.310,24.328
5.425,24.330
6.609,24.331
5.335,24.332
5.543,24.332
5.430,24.333
5.460,24.333
5.692,24.337
5.946,24.337
6.445,24.338
6.156,24.339
3.743,24.339
4.941,24.341
5.107,24.342
5.430,24.342
5.430,24.342
6.227,24.343
5.485,24.344
4.029,24.344
5.446,24.347
5.435,24.349
3.210,24.349
3.760,24.350
7.350,24.356
5.617,24.356
5.402,24.356
5.957,24.357
6.508,24.357
4.752,24.358
5.450,24.359
4.385,24.363
4.594,24.363
4.070,24.363
5.560,24.363
6.033,24.363
3.273,24.364
5.158,24.364
3.748,24.364
3.621,24.365
4.946,24.365
5.388,24.369
5.593,24.370
5.442,24.371
5.314,24.371
4.146,24.373
5.730,24.375
6.192,24.375
6.442,24.378
5.231,24.381
5.459,24.381
5.095,24.382
5.257,24.383
5.429,24.386
5.216,24.387
5.042,24.390
5.569,24.390
3.749,24.390
5.044,24.392
6.626,24.393
5.448,24.394
5.670,24.396
5.569,24.396
5.442,24.397
6.776,24.398
5.250,24.400
6.064,24.400
6.927,24.401
5.222,24.401
6.049,24.402
7.026,24.403
5.448,24.404
5.389,24.406
5.442,24.406
5.576,24.406
5.641,24.408
4.670,24.408
3.177,24.408
6.039,24.408
5.373,24.409
5.453,24.412
5.229,24.413
4.810,24.417
5.428,24.418
4.722,24.422
6.106,24.424
5.554,24.424
4.052,24.424
5.461,24.427
5.672,24.427
4.521,24.430
5.448,24.430
6.330,24.430
7.264,24.430
4.933,24.431
5.712,24.434
3.281,24.435
5.482,24.436
5.968,24.437
3.689,24.438
4.836,24.445
5.605,24.445
4.530,24.448
5.026,24.448
3.612,24.449
5.807,24.451
5.571,24.452
7.012,24.452
1.747,24.453
5.286,24.458
5.547,24.459
5.246,24.459
7.489,24.459
5.050,24.459
4.312,24.462
5.460,24.463
6.045,24.464
3.673,24.464
5.254,24.465
5.519,24.467
1.713,24.468
5.486,24.471
5.878,24.473
4.160,24.474
5.436,24.475
4.450,24.478
3.516,24.479
5.553,24.480
7.140,24.482
3.798,24.482
4.159,24.492
7.043,24.494
5.579,24.494
4.609,24.494
6.620,24.495
5.435,24.495
6.644,24.498
5.310,24.498
5.847,24.499
5.694,24.499
4.075,24.499
5.726,24.501
4.358,24.502
3.309,24.502
4.264,24.503
3.519,24.503
5.749,24.503
4.748,24.505
4.296,24.506
5.717,24.506
5.425,24.507
5.356,24.508
5.513,24.510
5.310,24.514
5.388,24.514
7.090,24.517
5.276,24.518
5.435,24.518
5.331,24.518
5.458,24.518
5.775,24.520
3.190,24.523
5.751,24.524
5.490,24.524
6.449,24.529
3.588,24.529
5.737,24.529
5.677,24.529
4.434,24.530
6.945,24.530
5.448,24.530
5.503,24.530
3.464,24.531
4.462,24.532
3.250,24.533
5.441,24.534
5.980,24.534
5.147,24.534
6.799,24.535
5.476,24.538
5.869,24.538
4.590,24.539
5.470,24.539
7.656,24.540
5.436,24.542
6.939,24.542
5.450,24.548
5.635,24.549
6.711,24.549
3.814,24.551
4.545,24.558
6.331,24.562
3.795,24.566
5.460,24.567
5.674,24.569
4.528,24.570
3.512,24.570
6.291,24.571
4.506,24.572
6.985,24.574
3.358,24.574
5.802,24.574
5.434,24.577
5.428,24.579
5.428,24.579
6.962,24.579
6.746,24.580
6.042,24.582
6.819,24.584
5.011,24.588
4.008,24.588
5.610,24.589
5.544,24.589
5.429,24.594
4.243,24.597
3.639,24.597
4.634,24.597
4.847,24.599
2.832,24.599
5.451,24.602
4.928,24.603
5.416,24.604
4.746,24.605
5.701,24.606
5.332,24.607
5.725,24.607
5.666,24.609
5.667,24.609
4.997,24.614
4.415,24.617
6.833,24.617
5.398,24.618
5.461,24.621
3.620,24.622
3.462,24.625
4.147,24.626
4.705,24.627
5.523,24.629
5.432,24.631
3.108,24.631
5.509,24.632
5.442,24.632
5.842,24.632
5.438,24.633
5.464,24.635
5.464,24.635
5.626,24.635
4.520,24.637
3.941,24.639
5.131,24.641
3.842,24.642
4.361,24.643
5.846,24.647
5.378,24.648
3.600,24.648
5.054,24.649
5.259,24.650
6.494,24.651
5.430,24.654
4.739,24.654
4.644,24.657
5.507,24.658
5.244,24.666
5.453,24.666
5.468,24.666
3.887,24.670
3.597,24.670
5.375,24.671
3.848,24.671
5.461,24.673
4.854,24.674
5.439,24.674
3.797,24.676
5.463,24.677
5.767,24.678
5.291,24.683
3.865,24.689
5.560,24.690
5.331,24.692
4.540,24.693
5.706,24.697
3.675,24.699
5.993,24.702
3.960,24.702
4.937,24.704
5.477,24.707
4.426,24.708
5.136,24.708
4.168,24.708
5.851,24.709
6.620,24.710
5.451,24.711
5.649,24.714
4.685,24.716
6.393,24.719
4.027,24.722
5.296,24.723
3.651,24.727
5.922,24.730
6.535,24.732
4.822,24.733
3.797,24.733
5.963,24.733
7.125,24.734
5.244,24.738
3.879,24.741
5.448,24.742
5.448,24.742
5.289,24.742
4.519,24.742
7.069,24.743
3.892,24.743
5.763,24.743
6.204,24.743
5.783,24.744
4.160,24.746
7.464,24.747
4.631,24.747
5.145,24.750
5.201,24.752
5.460,24.753
5.490,24.753
5.150,24.754
4.728,24.755
6.301,24.757
2.405,24.758
6.347,24.758
4.333,24.759
6.737,24.759
7.188,24.763
5.930,24.764
5.594,24.764
3.743,24.764
5.433,24.765
5.584,24.765
5.351,24.770
3.810,24.771
6.855,24.773
3.738,24.776
5.330,24.778
5.458,24.778
3.774,24.778
5.433,24.780
5.487,24.782
3.774,24.782
4.998,24.783
5.442,24.783
5.549,24.785
4.550,24.788
2.641,24.788
5.283,24.788
4.946,24.790
5.598,24.792
4.040,24.793
6.974,24.796
4.702,24.800
5.707,24.802
3.719,24.805
6.107,24.805
5.724,24.806
5.922,24.808
4.021,24.809
5.412,24.810
3.633,24.811
3.794,24.811
4.063,24.811
4.069,24.813
6.624,24.814
6.047,24.817
5.401,24.820
6.408,24.821
3.674,24.823
5.540,24.824
4.222,24.824
5.145,24.825
3.318,24.827
5.363,24.827
4.179,24.828
4.730,24.829
5.961,24.829
6.893,24.830
3.964,24.830
5.921,24.831
5.497,24.831
7.181,24.834
5.421,24.835
5.681,24.836
4.785,24.837
5.885,24.838
5.487,24.838
3.715,24.839
3.644,24.841
5.037,24.841
4.792,24.842
5.612,24.846
3.887,24.854
4.805,24.859
5.362,24.861
6.738,24.861
5.783,24.863
5.421,24.863
3.593,24.868
5.076,24.872
5.477,24.876
5.329,24.876
3.624,24.879
6.070,24.880
5.814,24.883
5.347,24.885
4.928,24.885
3.562,24.885
4.477,24.886
6.020,24.890
6.898,24.894
5.302,24.896
5.675,24.898
5.682,24.899
5.441,24.899
5.747,24.901
5.777,24.903
4.407,24.905
3.381,24.913
5.543,24.913
2.374,24.915
5.446,24.917
3.945,24.921
5.472,24.924
4.508,24.925
5.403,24.927
3.581,24.931
5.304,24.932
3.912,24.935
5.357,24.935
6.647,24.935
5.829,24.937
4.800,24.938
3.879,24.941
3.402,24.944
6.362,24.946
5.123,24.947
5.732,24.953
6.766,24.956
6.178,24.958
2.981,24.959
4.467,24.962
5.047,24.963
3.861,24.966
4.835,24.967
4.462,24.968
6.607,24.972
4.619,24.972
3.781,24.972
6.839,24.973
5.566,24.977
5.363,24.980
5.602,24.980
5.486,24.982
5.240,24.987
6.000,24.987
5.237,24.988
5.302,24.990
3.816,24.991
4.769,24.991
4.902,24.995
3.711,24.996
5.459,24.997
5.628,24.999
7.597,25.001
5.914,25.006
2.887,25.006
5.219,25.007
6.301,25.009
5.101,25.010
5.762,25.010
5.439,25.011
4.999,25.012
6.911,25.013
5.214,25.015
4.331,25.017
5.390,25.018
6.199,25.018
5.028,25.019
2.953,25.027
5.651,25.027
5.375,25.029
5.427,25.035
5.032,25.036
4.008,25.037
5.598,25.037
5.598,25.037
6.001,25.038
7.050,25.039
4.914,25.039
3.621,25.042
6.164,25.042
6.242,25.043
3.487,25.044
5.286,25.046
6.018,25.047
5.462,25.055
5.615,25.056
4.487,25.056
5.456,25.057
5.435,25.061
5.439,25.062
5.875,25.066
3.794,25.066
5.366,25.070
4.355,25.071
4.696,25.072
4.052,25.073
5.215,25.076
3.268,25.076
2.980,25.077
7.145,25.078
6.689,25.081
4.953,25.081
3.755,25.082
5.583,25.082
4.069,25.084
6.533,25.086
4.479,25.086
4.759,25.087
6.299,25.088
5.562,25.093
4.477,25.093
5.817,25.095
3.118,25.097
5.056,25.097
3.661,25.101
4.188,25.101
5.896,25.101
4.872,25.104
5.429,25.105
6.096,25.105
5.656,25.106
2.087,25.106
3.208,25.112
4.775,25.116
3.107,25.119
5.966,25.121
5.605,25.121
3.533,25.125
5.469,25.126
5.457,25.133
3.341,25.136
4.851,25.139
5.430,25.144
5.360,25.144
3.980,25.145
5.641,25.146
5.257,25.152
5.465,25.152
4.358,25.156
5.402,25.157
5.140,25.161
3.783,25.164
3.325,25.165
5.010,25.166
4.903,25.166
5.563,25.167
6.571,25.167
5.851,25.168
5.397,25.168
5.399,25.171
5.600,25.181
2.029,25.183
3.562,25.185
6.848,25.186
5.296,25.196
6.286,25.196
5.767,25.203
7.003,25.206
5.407,25.207
5.757,25.208
6.382,25.209
5.365,25.210
4.365,25.211
3.782,25.212
5.630,25.215
5.615,25.216
5.502,25.217
2.827,25.219
4.644,25.219
2.929,25.226
7.175,25.226
5.157,25.227
6.749,25.236
5.243,25.241
4.377,25.242
5.502,25.243
5.134,25.244
5.682,25.250
5.099,25.257
4.513,25.258
6.880,25.258
5.029,25.259
5.604,25.267
5.517,25.267
5.440,25.268
4.510,25.274
4.791,25.275
6.409,25.281
5.663,25.283
4.875,25.286
4.767,25.286
5.597,25.287
5.848,25.288
3.653,25.293
4.243,25.294
5.102,25.295
4.464,25.297
3.591,25.300
4.738,25.307
4.153,25.308
3.700,25.310
6.485,25.311
5.861,25.312
5.555,25.314
4.735,25.315
5.909,25.316
5.727,25.317
5.495,25.318
6.020,25.322
5.690,25.323
5.584,25.323
5.004,25.326
4.994,25.327
7.612,25.329
3.193,25.333
3.530,25.335
5.365,25.341
5.755,25.344
4.371,25.350
5.145,25.351
5.311,25.353
3.706,25.355
5.328,25.358
5.160,25.358
5.581,25.358
3.644,25.361
6.290,25.363
4.524,25.363
5.880,25.364
6.520,25.365
5.220,25.366
5.304,25.367
5.189,25.368
6.474,25.372
5.750,25.374
4.269,25.375
6.623,25.378
3.894,25.381
5.659,25.382
7.424,25.385
4.514,25.385
4.597,25.386
4.527,25.400
7.151,25.404
3.440,25.410
5.683,25.411
3.788,25.414
5.836,25.416
5.503,25.418
6.556,25.422
2.946,25.423
5.475,25.430
3.987,25.434
3.805,25.437
4.378,25.438
6.526,25.439
4.489,25.440
5.575,25.440
4.701,25.442
6.683,25.442
5.446,25.450
3.713,25.455
3.155,25.455
5.611,25.458
6.657,25.459
5.596,25.461
6.400,25.464
5.721,25.469
5.149,25.472
6.398,25.473
6.875,25.475
4.687,25.479
4.065,25.479
6.516,25.481
3.926,25.488
5.077,25.488
3.611,25.491
3.544,25.491
5.595,25.492
5.451,25.493
5.467,25.499
6.488,25.501
5.589,25.512
4.735,25.514
4.072,25.515
4.628,25.518
3.869,25.522
4.362,25.527
5.510,25.527
5.601,25.527
4.349,25.528
4.548,25.531
5.747,25.531
6.923,25.537
2.947,25.541
5.611,25.542
6.065,25.544
5.460,25.544
5.188,25.545
5.288,25.552
3.952,25.561
3.368,25.565
3.777,25.573
4.164,25.575
3.985,25.582
4.245,25.583
4.793,25.585
7.246,25.587
5.614,25.589
5.753,25.590
4.854,25.590
4.963,25.594
4.697,25.594
4.107,25.600
3.739,25.600
5.469,25.601
5.833,25.605
6.567,25.618
3.508,25.619
5.276,25.623
5.370,25.624
5.086,25.624
5.778,25.628
5.518,25.629
4.690,25.630
6.076,25.631
3.826,25.631
4.890,25.632
5.847,25.640
5.383,25.644
4.028,25.654
2.852,25.658
5.391,25.659
5.654,25.660
4.960,25.664
6.546,25.665
5.996,25.667
4.311,25.672
3.872,25.673
3.690,25.673
6.791,25.674
3.252,25.682
6.378,25.686
5.576,25.687
3.666,25.687
7.454,25.690
5.082,25.695
5.393,25.696
3.914,25.696
6.285,25.701
4.399,25.711
5.385,25.711
5.688,25.714
3.206,25.727
4.242,25.731
6.073,25.736
5.762,25.739
7.813,25.739
6.658,25.747
3.779,25.748
4.819,25.749
6.207,25.752
5.630,25.752
4.010,25.753
5.102,25.764
4.001,25.766
5.076,25.771
4.816,25.777
5.462,25.779
5.463,25.780
6.557,25.782
6.482,25.788
7.149,25.795
4.529,25.798
3.590,25.807
4.959,25.808
4.914,25.812
3.776,25.818
5.604,25.822
5.670,25.827
5.529,25.830
3.482,25.838
5.534,25.839
3.885,25.839
5.144,25.840
7.455,25.844
3.832,25.844
7.272,25.850
4.137,25.852
7.764,25.853
3.979,25.858
5.015,25.859
5.677,25.872
7.146,25.876
7.047,25.880
3.091,25.880
2.654,25.881
7.863,25.886
7.145,25.892
5.934,25.892
4.490,25.893
5.142,25.894
5.478,25.897
6.048,25.900
5.323,25.900
5.688,25.902
5.666,25.903
5.878,25.906
5.607,25.908
5.296,25.910
6.357,25.926
4.004,25.927
3.905,25.934
5.462,25.935
5.974,25.939
6.055,25.941
6.407,25.951
3.360,25.957
4.164,25.962
6.323,25.966
3.833,25.967
4.482,25.968
3.759,25.969
4.382,25.975
5.771,25.976
5.570,25.979
5.437,25.980
4.962,25.985
6.720,25.994
4.835,26.002
4.710,26.004
3.627,26.009
3.691,26.013
4.601,26.016
5.988,26.021
7.117,26.030
6.762,26.034
7.191,26.037
5.535,26.041
4.652,26.052
4.612,26.056
5.437,26.065
5.145,26.075
2.966,26.075
4.329,26.082
4.991,26.083
3.503,26.084
3.128,26.084
3.281,26.088
4.299,26.089
5.602,26.091
6.909,26.094
3.718,26.095
5.452,26.099
6.588,26.115
5.156,26.117
5.950,26.118
3.123,26.137
6.208,26.140
4.161,26.140
3.650,26.143
4.670,26.147
3.602,26.150
5.248,26.163
6.191,26.170
6.587,26.175
6.056,26.179
5.735,26.180
4.868,26.189
5.761,26.193
5.320,26.197
6.591,26.199
3.698,26.206
3.498,26.207
5.247,26.210
3.037,26.215
3.455,26.219
6.091,26.231
5.295,26.236
5.067,26.245
3.842,26.260
5.188,26.264
5.669,26.273
5.022,26.287
4.738,26.292
3.617,26.296
5.555,26.303
3.286,26.316
4.165,26.320
6.524,26.328
5.542,26.330
3.998,26.342
3.477,26.350
6.312,26.352
5.913,26.360
5.577,26.374
3.208,26.382
4.300,26.383
6.349,26.393
3.379,26.401
4.787,26.402
4.849,26.413
5.668,26.420
3.645,26.437
4.341,26.442
3.892,26.447
3.732,26.456
5.710,26.468
5.120,26.468
6.112,26.473
4.344,26.475
3.851,26.476
5.913,26.478
5.864,26.479
2.398,26.482
5.091,26.486
5.476,26.505
7.028,26.510
5.721,26.512
4.093,26.522
3.592,26.527
5.677,26.533
3.604,26.550
5.821,26.551
4.974,26.557
5.637,26.565
5.660,26.568
5.134,26.573
4.097,26.602
7.124,26.604
4.069,26.613
3.747,26.631
5.968,26.647
3.522,26.648
3.878,26.656
7.645,26.682
5.396,26.684
4.820,26.704
4.574,26.717
5.543,26.735
6.592,26.740
5.005,26.753
6.336,26.768
4.275,26.777
5.253,26.800
3.016,26.802
3.648,26.807
5.399,26.814
5.521,26.825
5.424,26.836
5.282,26.837
4.900,26.861
6.127,26.882
5.608,26.901
5.976,26.907
4.420,26.929
5.548,26.941
5.890,26.981
3.426,26.985
6.386,26.992
4.303,27.013
4.263,27.017
4.888,27.080
5.433,27.091
5.527,27.114
5.406,27.137
4.358,27.166
3.886,27.181
5.554,27.194
5.572,27.195
4.020,27.198
3.821,27.208
7.698,27.217
3.823,27.220
6.060,27.259
4.689,27.270
4.984,27.292
4.634,27.299
6.901,27.315
5.477,27.337
7.282,27.476
5.052,27.532
6.499,27.560
3.051,27.566
4.579,27.590
5.101,27.664
6.526,27.676
6.756,27.677
5.560,27.717
4.436,27.815
4.297,27.819
5.191,27.916
3.569,27.922
5.178,27.951
5.445,28.078
5.029,28.084
2.801,28.375
7.098,28.398
6.196,28.659
5.111,28.775
5.281,28.813
